LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,2ndFlrSF,LowQualFinSF,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,YrSold,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition,MSSubClass,OverallQual,OverallCond,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,MoSold,SalePrice
-0.0022691352327889346,0.06846887700895615,-0.5744104693040701,1.014077250501592,-0.2886528311122454,-0.9808130072474662,-0.7951632272572445,-0.12024172373467248,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,0.1387774889497933,3,1,3,3,0,4,0,19,2,2,0,2,3,1,6,6,3,3,4,1,4,4,4,5,6,1,0,1,5,3,6,6,3,5,5,2,8,4,0,4,4,1,0,1,0,3,1,3,0,1,1,129500
0.679038718412192,0.1410296273300782,1.010013310071954,1.215857360727227,-0.2886528311122454,-0.8834653031902803,1.8218284804908391,-0.12024172373467248,0.4210472580041388,-0.38742235468410563,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-1.3676547331070554,3,1,0,3,0,4,0,16,2,2,0,5,3,1,14,15,4,0,4,2,1,4,4,3,6,1,0,1,5,0,6,4,1,5,5,2,6,5,5,8,4,1,0,3,0,4,1,9,2,3,6,345000
6.454644616316623e-16,0.24566142751688957,-0.5744104693040701,0.6434159610653717,-0.2886528311122454,-0.8879931033789866,-0.7951632272572445,-0.12024172373467248,0.36517949153435314,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,2.887404029064304,-0.06869174753820707,-0.08768781151769862,0.1387774889497933,3,1,1,3,0,4,0,19,2,2,0,2,3,1,6,10,3,3,4,1,4,4,4,1,6,1,4,1,5,3,6,6,3,5,5,2,8,4,0,4,5,1,0,1,0,2,1,2,0,1,8,144000
0.9515618598701844,0.013547204113963223,1.1208121757625849,-0.9730181828073765,-0.2886528311122454,2.0980911210728355,-0.7951632272572445,-0.12024172373467248,0.5248016814480263,-0.20624470002722087,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-0.6144386220786311,3,1,0,3,0,4,0,5,2,2,0,2,1,1,12,13,4,2,4,2,3,4,1,6,6,1,0,1,5,2,6,2,2,5,5,2,6,5,0,6,4,0,0,2,0,3,1,5,1,3,7,279500
6.454644616316623e-16,0.040406708376478015,0.600057507016619,0.634642912794692,-0.2886528311122454,-0.10694757082714527,-0.7951632272572445,-0.12024172373467248,-0.7521758378613592,2.5114201198260506,2.5212830429447113,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,0.1387774889497933,3,1,0,3,0,0,0,12,2,2,0,2,3,1,8,8,2,3,4,1,4,4,4,2,6,1,4,1,5,3,6,2,2,5,5,2,8,4,0,5,4,1,0,1,1,2,1,3,1,1,4,157000
-0.8652590831830981,-0.44065903960886155,-0.5744104693040701,-0.9730181828073765,-0.2886528311122454,0.5993892586110416,-0.7951632272572445,-0.12024172373467248,-0.36908258206854355,0.9865081931306039,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-0.6144386220786311,4,1,3,3,0,0,0,3,2,2,0,1,1,1,13,14,3,3,4,0,4,4,4,6,6,1,0,1,1,3,6,6,3,5,5,2,8,4,3,6,7,0,0,1,0,2,1,3,0,2,6,132000
6.454644616316623e-16,0.0725779802729976,0.42277932191160933,0.2946872923058507,-0.2886528311122454,-0.3197541796963426,-0.7951632272572445,-0.12024172373467248,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,1.3237359981507422,1.6452097110066422,3,1,0,3,0,1,0,12,2,2,0,2,1,1,13,14,2,3,4,1,4,4,4,1,6,1,0,1,5,3,6,2,1,5,5,2,8,4,0,5,6,1,0,1,0,2,1,3,1,2,2,149000
0.0885719119198752,0.027478066399372017,-0.5744104693040701,-0.9730181828073765,-0.2886528311122454,-1.28417561989079,-0.7951632272572445,-0.12024172373467248,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,0.9204720525311878,-1.3676547331070554,3,1,3,3,0,4,0,19,2,2,2,2,1,1,8,8,3,3,4,3,0,0,0,0,0,1,4,1,5,3,6,5,3,5,5,2,8,4,10,3,4,0,0,2,0,2,2,4,0,2,9,90000
-0.18395122953811718,0.31852284393050245,-0.5744104693040701,0.4438291129074069,-0.2886528311122454,-0.22467037573350976,-0.7951632272572445,-0.12024172373467248,-0.7521758378613592,0.8355268142498666,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,0.1387774889497933,3,1,3,3,0,4,0,20,5,2,0,2,1,1,12,13,3,3,4,2,4,4,4,3,6,1,0,1,5,2,6,6,3,5,5,2,8,4,0,4,4,1,0,1,1,3,1,4,0,2,5,159000
-0.0022691352327889346,-0.2963393152132597,-0.5744104693040701,0.1323858992982749,-0.2886528311122454,-0.09562807035537946,-0.7951632272572445,-0.12024172373467248,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,0.8919935999782177,3,1,3,3,0,4,0,12,2,2,0,2,3,1,3,10,3,3,4,1,4,4,4,4,6,1,4,1,5,3,2,2,3,5,5,2,0,0,0,4,5,0,0,1,0,3,1,4,0,1,4,139000
1.4057670956335049,0.37063829996224756,1.53076797881792,-0.9730181828073765,-0.2886528311122454,1.3374206893701728,1.9959890494828307,-0.12024172373467248,1.1632904411027192,1.6206299844297007,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-1.3676547331070554,3,1,0,3,0,0,0,16,2,2,0,5,1,1,12,13,2,2,4,2,1,4,1,6,6,1,0,1,5,2,6,4,2,5,5,2,6,5,5,7,4,0,0,3,1,4,1,7,1,3,10,325300
-0.5927359417251057,-0.30746396063542064,-0.5744104693040701,-0.9730181828073765,-0.2886528311122454,0.15792874021217482,-0.7951632272572445,-0.12024172373467248,-0.7521758378613592,-0.704483250333654,2.9959286699740124,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-0.6144386220786311,4,1,3,0,0,4,0,9,2,2,0,1,1,1,13,14,3,3,4,2,4,4,4,6,6,1,0,1,2,2,6,2,3,5,5,0,8,4,3,6,6,0,0,1,0,3,1,4,1,1,5,139400
0.22483348264887137,-0.07765484394159074,0.9823135936492962,-0.9730181828073765,-0.2886528311122454,2.7387748477747804,-0.7951632272572445,-0.12024172373467248,0.6125938859005466,1.6961206738700694,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,0.1387774889497933,3,1,3,3,0,4,0,5,2,2,0,2,3,1,12,13,2,2,4,2,3,4,4,6,6,1,0,1,5,2,6,2,2,5,5,2,8,4,0,7,4,0,0,2,0,3,1,5,1,2,8,230000
-1.1832027482174226,-0.6306800100630707,-0.5744104693040701,0.8693219540353758,-0.2886528311122454,-0.8313956010201575,-0.7951632272572445,-0.12024172373467248,0.04593511170700675,0.9563119173544564,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-0.6144386220786311,4,1,3,3,0,4,0,10,2,2,4,2,1,1,5,5,3,3,4,2,3,4,4,3,6,1,4,1,5,3,6,2,3,5,5,2,8,4,11,4,6,1,0,1,0,3,1,4,1,2,5,129900
6.454644616316623e-16,-0.22758700206368823,-0.5744104693040701,-0.5606849140854272,3.853622751230103,-0.8223400006427448,-0.7951632272572445,-0.12024172373467248,2.488154617386207,0.6543491595929818,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,1.6452097110066422,3,1,0,3,0,4,0,19,2,2,0,2,1,1,9,10,3,3,2,1,4,4,3,5,1,1,0,1,5,2,6,2,3,5,5,2,8,4,0,4,7,1,0,1,0,3,1,4,1,1,4,154000
1.8145518078204936,0.3721416304247018,2.9711532327961234,-0.9730181828073765,-0.2886528311122454,2.2610919278662633,-0.7951632272572445,-0.12024172373467248,-0.7521758378613592,0.14101247139847495,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,0.8919935999782177,3,1,3,3,0,0,0,16,2,2,0,2,1,1,12,13,4,2,4,2,3,4,4,6,6,1,0,1,5,2,6,2,2,5,5,2,8,4,0,7,4,0,0,2,0,3,1,5,1,3,6,256300
-0.45647437099610955,-0.33241924631216013,-0.5744104693040701,-0.4597948589726098,2.725038685382337,-0.8766736029072207,-0.7951632272572445,-0.12024172373467248,1.0196304701804133,-0.2213428379152946,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,1.6452097110066422,3,1,3,3,0,0,0,12,2,2,0,2,1,1,13,14,3,3,4,1,4,4,3,2,5,1,4,1,5,2,6,6,3,5,5,2,8,4,0,4,6,0,1,1,0,3,1,3,0,2,4,134800
1.2695055249045089,0.09633060157977374,0.5335781876022404,1.6983750156146145,-0.2886528311122454,-0.18392017403515282,-0.7951632272572445,-0.12024172373467248,-0.7521758378613592,0.050423644070032574,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,1.6452097110066422,3,1,3,3,0,4,0,16,2,2,0,2,1,1,12,13,4,2,4,2,1,4,4,3,6,1,0,1,5,2,6,2,2,5,5,2,8,4,0,7,4,1,0,2,0,3,1,5,1,3,4,306000
-1.0469411774884263,0.5817058968908153,-0.5744104693040701,1.8277774776071412,-0.2886528311122454,-0.8155483003596854,-0.7951632272572445,-0.12024172373467248,1.546383696895535,3.1908363247893687,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-1.3676547331070554,3,1,0,3,0,1,0,12,2,2,0,2,1,1,8,8,3,3,4,1,4,4,2,2,6,1,4,1,5,3,6,2,2,5,5,2,8,4,0,4,5,1,0,1,0,2,1,4,2,1,11,207500
-0.45647437099610955,-0.42021374531948463,-0.5744104693040701,-0.9730181828073765,-0.2886528311122454,-0.10694757082714527,-0.7951632272572445,-0.12024172373467248,-0.3611014725728599,-0.704483250333654,1.0646119806823726,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,0.1387774889497933,4,1,0,3,0,4,0,3,1,7,0,2,1,1,8,8,3,3,4,0,4,4,4,6,6,1,1,0,5,1,6,6,3,2,5,2,8,4,1,3,5,0,0,1,0,1,1,2,0,1,4,68500
-0.9106796067594302,-0.20213060623279736,-0.5744104693040701,-0.9730181828073765,-0.2886528311122454,0.18509554134441278,0.7356165107249971,-0.12024172373467248,-0.7521758378613592,0.1108161956223275,2.455814680595842,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,0.1387774889497933,0,1,3,3,0,4,0,9,1,2,0,5,2,1,3,3,3,3,1,0,4,4,4,6,6,1,4,0,5,3,6,6,3,5,2,0,8,4,6,3,3,0,0,1,0,3,1,4,0,1,6,40000
6.454644616316623e-16,-0.19772083687626507,-0.5744104693040701,-0.9730181828073765,-0.2886528311122454,1.4958936959748943,-0.7951632272572445,-0.12024172373467248,-0.7521758378613592,0.2768957123911385,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,0.1387774889497933,3,1,0,3,0,1,0,19,2,2,0,2,1,1,6,6,3,3,4,1,4,4,4,6,6,1,2,1,5,2,6,2,3,5,5,2,8,4,0,4,5,0,0,1,1,3,1,4,0,1,5,149350
0.679038718412192,0.05333535035358402,-0.5744104693040701,-0.9730181828073765,-0.2886528311122454,1.5094770965410131,-0.7951632272572445,-0.12024172373467248,-0.7521758378613592,-0.25153911369144205,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,0.1387774889497933,3,1,3,3,0,0,0,5,2,2,0,2,1,1,12,13,3,2,4,2,1,4,1,6,6,1,0,1,5,2,6,2,2,5,5,2,8,4,0,7,4,0,0,2,0,3,1,5,0,2,0,179900
-0.0022691352327889346,0.0035250010309353158,-0.5744104693040701,1.2597226020806258,-0.2886528311122454,-0.4238935840365881,-0.7951632272572445,-0.12024172373467248,-0.7521758378613592,-0.1307540105868522,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,1.6452097110066422,3,1,0,3,0,4,0,12,2,2,0,2,3,1,3,3,3,3,4,1,4,4,4,5,6,1,2,1,5,2,6,2,2,5,5,2,8,4,0,4,4,0,1,1,1,4,1,4,1,2,3,165500
-0.45647437099610955,-0.32109415682833864,0.7884155786906918,1.5558129812160681,-0.2886528311122454,-0.36050438139469954,-0.7951632272572445,-0.12024172373467248,0.8679893897624237,0.005129230405811376,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-0.6144386220786311,3,1,3,3,0,4,0,16,2,2,4,2,3,1,8,8,2,0,4,2,1,4,4,3,6,1,0,1,5,0,6,2,1,5,5,2,8,4,11,8,4,1,0,2,0,2,1,4,1,2,7,277500
1.7237107606678295,0.2907613413905151,0.1568620442540948,-0.9730181828073765,-0.2886528311122454,1.2446007855016932,2.229730865761556,-0.12024172373467248,0.14968953515089434,-0.2213428379152946,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-1.3676547331070554,3,1,3,3,0,4,0,16,2,2,0,5,1,1,12,13,4,2,4,2,1,4,1,6,6,1,0,1,5,2,6,4,1,5,5,2,8,4,5,7,4,0,0,3,1,4,1,7,1,3,8,309000
1.9053928549731576,0.034293164495830995,-0.5744104693040701,-0.9730181828073765,-0.2886528311122454,1.1993227836146299,-0.7951632272572445,-0.12024172373467248,2.3764190844466357,0.2617975745030648,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,0.8919935999782177,3,1,3,3,0,0,0,5,2,2,0,2,1,1,12,13,3,3,4,2,3,4,4,6,6,1,0,1,5,3,6,2,3,5,5,2,8,4,0,4,4,0,0,1,1,3,1,4,0,2,5,145000
0.17941295907253932,-0.19892350124622843,3.026552665641439,1.6874087052762647,-0.2886528311122454,-1.0940080119651243,-0.7951632272572445,-0.12024172373467248,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,0.8919935999782177,3,1,3,3,0,4,0,12,2,2,0,2,3,1,13,14,2,3,4,1,4,4,4,5,6,1,2,1,5,3,6,2,1,5,5,2,8,4,0,4,5,0,1,1,0,3,1,3,1,2,9,153000
-0.09311018238545306,-0.26005894005269864,-0.5744104693040701,0.6302563886593521,-0.2886528311122454,-0.546144189131659,-0.7951632272572445,-0.12024172373467248,-0.7521758378613592,0.08061991984618004,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,1.6452097110066422,3,1,3,3,0,4,0,12,2,2,0,2,1,1,12,13,3,3,2,1,4,4,4,3,6,1,4,1,5,2,6,6,3,5,5,2,8,0,0,4,6,1,0,1,0,3,1,3,0,1,0,109000
-0.22937175311444924,-0.4486768020752839,-0.5744104693040701,-0.9730181828073765,-0.2886528311122454,-1.28417561989079,-0.7951632272572445,-0.12024172373467248,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,0.1387774889497933,3,1,3,3,0,4,0,7,2,2,2,2,1,1,0,10,3,3,4,2,0,0,0,0,0,1,4,0,3,1,6,0,0,0,0,0,8,1,10,3,4,0,0,2,0,2,2,4,0,0,5,82000
0.6336181948358599,-0.18629552536161326,-0.014876197566383306,0.43724932670439703,-0.2886528311122454,-0.27674007790363253,-0.7951632272572445,-0.12024172373467248,-0.7521758378613592,1.379059778220521,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-1.3676547331070554,3,1,3,3,0,4,0,12,2,2,0,2,1,1,13,14,2,3,4,1,4,4,4,5,6,1,0,1,5,3,6,2,2,5,5,2,8,0,0,5,4,0,0,2,0,3,1,4,1,2,11,160000
2.041654425702154,0.6402355628956983,-0.5744104693040701,1.1478662366294587,-0.2886528311122454,-0.41710188375352863,-0.7951632272572445,-0.12024172373467248,-0.7521758378613592,0.8657230900260141,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-0.6144386220786311,3,1,3,3,0,4,0,23,2,2,0,2,1,1,12,13,3,3,2,1,4,4,2,2,6,1,2,1,5,3,6,2,2,5,5,1,8,4,0,4,5,0,1,1,1,2,1,3,2,1,6,170000
6.454644616316623e-16,-0.13397962526820759,-0.5744104693040701,0.6653485817420711,0.2880412245132612,-1.28417561989079,-0.7951632272572445,-0.12024172373467248,1.1632904411027192,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-0.6144386220786311,3,1,0,3,0,1,0,20,2,2,0,6,1,1,6,6,3,3,4,1,3,4,1,1,4,1,2,1,5,2,6,2,2,5,3,2,8,4,9,4,6,1,0,1,0,2,1,3,0,2,11,144000
6.454644616316623e-16,-0.131975184651602,-0.5744104693040701,-0.3589048038597924,2.756043742136397,-0.9061043041338119,-0.7951632272572445,-0.12024172373467248,0.40508503901277143,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,0.1387774889497933,3,1,0,3,0,1,0,5,2,2,0,2,3,1,12,13,3,3,4,1,3,4,1,4,2,1,4,1,5,3,6,6,3,5,5,2,8,4,0,4,5,1,0,1,0,3,1,3,0,1,6,130250
-0.0022691352327889346,-0.25775383334360225,-0.5744104693040701,-0.5804242726944566,2.8490589123985752,-0.23146207601656926,-0.7951632272572445,-0.12024172373467248,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-1.3676547331070554,3,1,3,3,0,4,0,12,2,2,0,2,1,1,3,14,3,3,4,1,4,4,4,1,2,1,0,1,1,3,6,2,2,5,5,2,8,4,0,4,5,1,0,1,0,3,1,4,0,1,4,141000
-0.41105384741977746,-0.28651755619189234,1.7080461639229296,0.027109320050117642,-0.2886528311122454,1.6498389023909092,-0.7951632272572445,-0.12024172373467248,0.812121623292638,0.533564056488392,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,1.6452097110066422,3,1,3,3,0,4,0,16,2,2,4,2,3,1,8,8,2,0,4,2,1,4,4,3,6,1,0,1,5,0,6,2,2,5,5,2,8,4,11,8,4,1,0,2,0,2,1,4,1,2,1,319900
-1.0015206539120942,0.23102901101566883,-0.5744104693040701,1.990078870614717,-0.2886528311122454,-1.0962719120594775,0.6508278126631065,-0.12024172373467248,0.5886505574134956,-0.05526332114648355,-0.3593249004055313,-0.11633928614822256,3.282105576972537,-0.06869174753820707,-0.08768781151769862,0.8919935999782177,3,1,0,3,0,1,0,11,2,2,0,0,1,1,12,13,3,2,4,2,1,4,4,3,6,1,0,1,5,2,6,2,2,5,5,2,8,0,4,6,4,1,0,1,1,1,1,4,1,2,7,239686
0.6336181948358599,0.058045785802607136,-0.5744104693040701,-0.9203798931832978,-0.2886528311122454,2.4105093340935717,-0.7951632272572445,-0.12024172373467248,-0.7521758378613592,1.4998448813251108,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-0.6144386220786311,1,1,3,3,0,4,0,21,2,2,0,2,1,1,12,13,3,2,4,2,3,4,1,3,6,1,0,1,5,2,6,2,2,5,5,2,8,4,0,7,4,0,0,2,0,3,1,5,0,3,6,249700
-1.6828285075570752,-0.6074284989104459,-0.5744104693040701,-0.9730181828073765,-0.2886528311122454,0.38205484955313795,0.8456126595620445,-0.12024172373467248,-0.7521758378613592,-0.704483250333654,1.310118339490632,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,0.8919935999782177,4,1,3,3,0,4,0,17,2,2,1,5,1,1,8,8,3,3,4,0,4,4,4,6,6,1,2,1,5,3,6,0,0,0,0,0,6,5,14,3,4,0,0,2,0,2,3,6,0,0,5,113000
-0.18395122953811718,-0.2780989056021489,-0.5744104693040701,0.7004407748247903,-0.2886528311122454,-0.8495068017749828,-0.7951632272572445,-0.12024172373467248,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-0.6144386220786311,3,1,3,3,0,4,0,19,2,2,0,2,1,1,6,6,3,3,4,1,4,4,4,2,6,1,0,1,5,3,6,2,3,5,5,2,8,4,0,4,6,1,0,1,0,3,1,4,0,1,0,127000
